# generated: model=plummer N=4096 seed=2026 G=1.0 Mtot=1.0 Rscale=2.0
-6.4949805937e-02  2.2727687058e-01  1.8358630922e-01    2.9764495829e-01 -4.2908229091e-01  1.5342287050e-01    2.4414062500e-04
 4.0268815249e+00 -2.7008791077e+00 -7.2358155900e-01    2.8357903188e-01  2.5400733512e-01 -1.2332099320e-01    2.4414062500e-04
-1.2577443654e+00 -9.1183930601e-01  2.1687886355e+00    1.2701629516e-01 -1.3491049595e-01 -2.7090546418e-01    2.4414062500e-04
 9.3657164580e-01 -1.2610377109e+00 -9.8642857393e-01   -3.8943923314e-01  2.4827730780e-02 -3.3987121941e-01    2.4414062500e-04
-1.8655786562e+00 -1.1687405641e+00  1.2695170622e+00   -1.5569781261e-02  2.3118830840e-03  1.0771408028e-02    2.4414062500e-04
-5.3365284223e-01 -6.6549671518e-01 -3.2816353546e-01    2.5587737144e-01  3.8378982614e-01  4.7802242325e-01    2.4414062500e-04
 1.6587700323e+00 -2.2525798637e+00 -7.0371203772e+00   -1.2762892486e-01 -2.5764720243e-01 -3.8446928726e-02    2.4414062500e-04
-1.4230188998e+01  1.5798801545e+01 -1.1304843642e+01   -9.0230187867e-02 -1.6229298429e-01 -6.4190647457e-02    2.4414062500e-04
-1.8429437331e-01 -7.1891462251e-01 -7.2625593171e-02   -2.9427425460e-01 -9.5735564005e-02 -8.9514099363e-02    2.4414062500e-04
 6.2523741640e-01 -1.8416951594e+00  2.3968253609e-01   -1.1153653721e-01  1.1392719652e-01  2.1708271513e-01    2.4414062500e-04
 3.0480688900e+00  2.2649369640e-01 -2.8319541601e+00    7.6814958081e-02  1.0863012129e-01 -1.4149279663e-02    2.4414062500e-04
 1.1460881488e+00  1.1907589882e+00 -9.8534774466e-01   -5.3007845512e-04  9.5465923187e-03  7.8133940467e-03    2.4414062500e-04
 7.0483293699e-01  4.1003382983e-01 -2.8314581081e+00   -5.0523028724e-02  3.7502313428e-01  4.6569070554e-01    2.4414062500e-04
 5.8606913804e-01 -2.0996581639e+00  7.5664705700e-02    6.5397485151e-02  7.5030985422e-02 -1.5693365131e-04    2.4414062500e-04
-2.3623418078e+00  9.3595257234e-01  3.8902785895e+00   -3.7078669663e-02 -2.5915616199e-01  7.8498484878e-02    2.4414062500e-04
-3.7224275817e+00 -5.5856977331e+00 -9.6164349502e+00    5.3050829627e-02  6.5894025139e-02  1.4484200565e-01    2.4414062500e-04
-4.8610609400e+00  5.0314479900e+00  2.3722187174e-01    8.8601071360e-02 -1.4187488124e-01  2.7108398886e-01    2.4414062500e-04
-3.1020747407e+00 -3.6725092517e-01 -6.8439888805e-01    8.3024229655e-02  2.0949307287e-01  2.1310377879e-01    2.4414062500e-04
 9.4623583984e-01 -6.5661401897e-01  6.0969484129e-01    2.8720886700e-01  1.0805797269e-01  2.9792981464e-01    2.4414062500e-04
-5.0763850130e-01 -8.7599511470e+00 -5.4315218386e+00    1.5936491541e-02  1.0228944258e-01 -1.6780013406e-01    2.4414062500e-04
 6.3077018451e-01  2.3909806594e-01  1.0937632019e-01    1.8206326657e-01  2.8148755106e-01  2.3426704243e-02    2.4414062500e-04
 3.4456020680e-02 -1.6858553318e+00 -2.7001605629e-01   -4.9204640740e-01 -1.1688908745e-01 -2.7819745645e-01    2.4414062500e-04
 6.0790337327e-01  1.0284266844e+00  1.3760029187e+00    1.6164235483e-01  2.2361296216e-02 -8.5998284692e-02    2.4414062500e-04
 1.6309669511e+00  2.4948455226e+00 -2.1814787155e+00   -1.4509493005e-02 -9.7156317578e-02 -1.5958117637e-01    2.4414062500e-04
 2.1383867489e+00 -1.3004125282e+00  5.4314590113e-01   -3.9296585095e-01  2.0142152477e-01 -2.2198960140e-01    2.4414062500e-04
-1.2628295088e-01  1.0782708449e+00 -5.9213872596e-02    1.4798330384e-01 -1.4440706174e-01 -3.1059524400e-01    2.4414062500e-04
 2.8895851167e-01 -1.2205654643e-01  3.9806537518e-01   -4.6026465211e-01  3.7138172712e-01 -4.3034312469e-01    2.4414062500e-04
 1.7151517377e+00  2.7491713854e+00 -3.8459514763e-01   -4.9699382417e-02  2.8704979439e-01  2.0820303016e-02    2.4414062500e-04
 1.4865938721e+00  1.2210869268e+00  1.8358625451e+00    3.1348602036e-01  1.2949863825e-01  3.1588411955e-01    2.4414062500e-04
 1.7417495098e+00  6.0627005251e-01  2.6363122116e+00    2.4207051693e-01  3.1121643380e-03  2.8341484831e-01    2.4414062500e-04
-2.7382677864e+00 -1.9149529915e-01 -8.1431510651e-01   -3.3284881327e-01 -4.9650860735e-02 -8.2722919540e-02    2.4414062500e-04
 5.8943386952e+00 -4.6919350858e-01  3.9491156464e+00   -3.6036393191e-02 -1.1862751415e-01 -2.7778598832e-01    2.4414062500e-04
 1.2831252275e+00  6.5612119200e+00  5.0315763456e+00   -2.3859375909e-02 -4.1629323026e-02  5.2813515244e-02    2.4414062500e-04
 2.5253184527e-01  1.4521761266e+00  2.3827673270e-01    3.2728153673e-01 -1.5479428047e-01 -2.6499932900e-01    2.4414062500e-04
-1.9645989320e+00  3.3546370060e+00  9.1851868179e+00    2.0556805026e-02  1.3426716222e-01  4.0463270461e-02    2.4414062500e-04
 3.0914886057e+00 -2.1623332479e+00  3.0206938354e+00   -8.7533002776e-02  7.5787877414e-02 -2.4233677828e-01    2.4414062500e-04
-7.2083908906e-01 -3.0763194633e+00 -9.2576131353e-01    2.2682668126e-01 -1.5008736591e-01  2.1806498184e-01    2.4414062500e-04
 6.3930545581e-01 -3.3482556867e+00  6.6053796846e-01    1.3488403496e-01  1.0292136702e-01  1.7295463008e-01    2.4414062500e-04
 2.6861593462e+00  5.2823492112e-02  1.0972555517e+00   -1.4819967936e-01  1.6619104110e-01  1.2706089512e-01    2.4414062500e-04
-7.1650401702e-01 -8.0247195246e+00  1.1049481099e+00    2.5881980846e-01 -6.5252171183e-02  3.3097424381e-02    2.4414062500e-04
-4.6826007209e-01  3.4645465081e-01 -1.4190640297e+00    3.4731640137e-01 -2.6681699743e-01 -1.7558580212e-01    2.4414062500e-04
 5.2276047010e-01  1.2566092655e+00  2.8985600608e+00    5.9805413916e-02  1.4780358460e-01  4.0316221545e-02    2.4414062500e-04
 1.2079761102e+00 -4.9935233492e+00  4.1479966560e-01    8.1149964410e-02  1.8494515135e-02 -9.6381380039e-04    2.4414062500e-04
-7.9132968556e-01 -7.4441972304e-01  1.7011256483e-01   -9.0864573573e-02  6.6498099282e-03 -5.5767309671e-02    2.4414062500e-04
 1.4681112532e+00  7.3215925862e-01  2.8673018732e+00    9.5479895931e-02  1.5837090834e-01  6.1747978754e-02    2.4414062500e-04
 1.0651728491e+00  8.2259090547e-01 -1.7715539248e+00   -2.8044269430e-03 -6.1687077453e-03  4.0121113017e-03    2.4414062500e-04
-1.8073200544e+00  7.8332273136e-01 -4.0463881387e+00    1.9330243124e-02  3.7418817228e-02 -3.3238910349e-03    2.4414062500e-04
-4.6729650804e-01 -5.8279372950e-01 -2.5052799933e-01   -4.2228220173e-01 -9.4878137197e-02  1.7227799934e-01    2.4414062500e-04
 6.4368229334e-01  3.2000172886e+00  2.7996044682e-01    1.5588857976e-02 -3.9139136305e-02  5.4042135780e-02    2.4414062500e-04
-9.7941072142e-01 -3.4069632524e+00  4.8944592020e+00    1.9008060028e-01 -2.0598444902e-01  9.3999230776e-02    2.4414062500e-04
 8.6223696791e-01  2.0918088758e+00 -2.4886590759e+00   -1.0944290987e-01  1.2374894898e-01  3.6706127850e-01    2.4414062500e-04
-1.7448390269e+00  5.5125075880e-01  2.8367438090e-01    4.4210497207e-01  2.7861330235e-01  2.2255639517e-01    2.4414062500e-04
 3.2047377868e+00 -1.4010336334e+00 -4.3109787504e-01    2.5550242322e-01  2.2815096179e-03 -5.3058048423e-02    2.4414062500e-04
-5.8454233356e-01  1.5951142233e+00 -1.0079383519e+00   -3.2973882482e-03 -6.4759100778e-02  2.9269491722e-02    2.4414062500e-04
 2.9648359767e+00  8.9952785545e-02  2.1596758793e+00   -1.7842093784e-01 -1.1003545111e-01  1.8617235814e-01    2.4414062500e-04
 7.1714402497e-01  3.4742204716e-01  9.5584041257e-01    4.4112267306e-01 -2.3460950185e-01 -7.6285297114e-02    2.4414062500e-04
 4.3169158633e-01 -1.5597057803e+00  4.2133079538e-01    7.5207772507e-02  3.8269399977e-02 -1.0700290315e-01    2.4414062500e-04
-7.0123801219e-02 -5.6821097426e-01 -9.5529886698e-02   -2.8626301743e-01 -1.5689926217e-01 -2.6905595179e-01    2.4414062500e-04
-7.4682529002e-01  5.3465975996e-01  3.3889262250e-01    1.5285693266e-02  1.2885110064e-01 -7.3674641327e-02    2.4414062500e-04
 2.0708082932e+00  1.5252725866e+00  1.5054232692e+00    1.8821044309e-01 -8.4083395554e-02  3.3878259758e-01    2.4414062500e-04
-8.3138027541e-01 -7.8079560211e-02 -1.2392059176e+00   -2.2206805442e-01 -1.2495476981e-01  1.9449786003e-02    2.4414062500e-04
 2.4774485397e+00  1.9180735941e-01  1.1906781881e+00    4.6469857941e-01 -1.4759010984e-01 -1.7820129715e-01    2.4414062500e-04
-6.0448952772e-02  6.5605219690e-01 -3.4601049185e+00    2.1966540683e-01 -4.1092449378e-01 -1.0593211998e-01    2.4414062500e-04
 1.3318011701e+00  6.5430812853e+00  1.4804076540e+00    3.6716109102e-01  2.0296736503e-01  6.6187274475e-02    2.4414062500e-04
-5.3261569027e-01  1.9386627217e+00  5.0816422294e-01    3.6452080842e-02  1.1870409074e-01 -3.1065574991e-01    2.4414062500e-04
 4.0996523369e-01  1.8683086606e+00  4.6089537528e-01   -4.9888461841e-02 -3.4724511305e-03 -3.5116942832e-02    2.4414062500e-04
-6.9899682265e-01 -9.1375786158e-01  1.3931081607e+00    3.5716935838e-02 -6.6861188142e-02 -1.6841685533e-01    2.4414062500e-04
-9.4305173626e-01 -2.2255648110e-01 -3.8442343299e-01   -5.0687312210e-01 -4.7716719811e-01 -3.0532275273e-01    2.4414062500e-04
 3.4957471181e+00 -5.9484674503e-01  6.7845143037e-01    2.2920371471e-01 -1.6452813805e-01  2.1425465578e-02    2.4414062500e-04
-5.0703718745e+00 -1.2984931751e+00 -4.1799572907e-02   -5.1267867854e-02  5.6587024890e-03  9.7000175776e-02    2.4414062500e-04
-1.1772331229e-01  8.9890862543e-02  2.5077999245e+00    2.6363443348e-01 -6.8586070414e-02  9.9408784888e-03    2.4414062500e-04
 5.5745175204e-01  2.7451553438e+00 -1.0144908219e+00    1.5595188042e-01 -3.0397385388e-01 -3.5999103011e-01    2.4414062500e-04
-8.1117418074e-01 -3.1266311628e+00  1.1361178179e+01   -1.3701063353e-01 -9.9952263019e-03  7.7623230179e-02    2.4414062500e-04
 2.2411673208e+00 -2.2066928424e+00 -2.1673923768e+00   -2.0119102713e-02  1.5666280798e-03 -4.0599995130e-02    2.4414062500e-04
 2.7039087475e+00  3.0827672310e+00  1.5939659257e+00    4.9272478323e-02  3.6293144154e-01  2.2660185160e-01    2.4414062500e-04
-5.9864448990e+00 -2.2680815917e+00 -2.6555221751e+00   -1.1062987786e-01 -4.5887572370e-01  6.2401035536e-02    2.4414062500e-04
-1.7742161102e-01 -8.2034166244e-02 -1.4433549959e+00    2.1491045373e-01 -1.4088036758e-01 -1.3061699784e-01    2.4414062500e-04
-9.7853316577e-01 -7.4640785252e-01 -3.1765480450e+00    2.0968624686e-01  1.7966418458e-01 -2.8333710744e-02    2.4414062500e-04
 2.7384033342e+00  2.7569621370e+00 -1.3153914387e+00    1.0722312775e-02 -1.8846310075e-02  3.0565961024e-02    2.4414062500e-04
-2.8317593885e+00 -2.6691708254e+00 -4.1018691206e+00   -3.1182884885e-02 -5.5438572339e-02  1.7993686140e-02    2.4414062500e-04
 7.6174703389e-01 -1.3083021341e+00  1.2212310860e+00   -3.0123594070e-01  2.0107695766e-01  1.6791623045e-01    2.4414062500e-04
 1.2068410033e+00  5.9323339448e-02  3.6136324392e+00   -2.2032320437e-01 -4.8125324669e-02  3.7127850136e-01    2.4414062500e-04
 2.8981566018e+00 -1.1521902345e+00 -6.3220285268e-01    1.7488214385e-02  1.2015701393e-02  9.7507992773e-03    2.4414062500e-04
 1.5331720633e+00 -8.9878826479e-01 -1.3042940509e+00   -2.2409654189e-01  6.1428655917e-02  2.3588157064e-03    2.4414062500e-04
 7.1247792034e-01  6.7416730948e-01 -5.5199588274e-01   -1.2069571665e-02  2.1886039445e-02 -5.2515866257e-03    2.4414062500e-04
 1.7847436623e+00 -2.6879250810e-01  9.6995012875e-01   -2.0745675635e-01  4.7262374903e-01 -2.4358288651e-01    2.4414062500e-04
 6.7629253178e+00 -1.0540820697e+01 -1.1898214574e+00   -3.4080181353e-02  9.7339501322e-02 -2.9972493698e-02    2.4414062500e-04
-1.3276125065e+00  6.5958645275e-01  8.4374874104e-02    1.0893737310e-01  9.8285559834e-02 -1.7113118247e-01    2.4414062500e-04
 9.1038555410e-01 -6.1068261324e-01 -1.0764117796e-01    2.5648373499e-01 -4.5222957371e-01  1.3344979800e-01    2.4414062500e-04
-1.5515684610e+00 -7.6186788059e-01  9.8340047500e-01   -7.5100825993e-02  3.6900353470e-01  2.8122733664e-01    2.4414062500e-04
 3.7558869672e-01  8.6846709707e-01  6.5241962480e-01   -6.2249654933e-02 -9.1784132420e-02 -1.1732107366e-03    2.4414062500e-04
 1.6989545546e-01 -1.3632807014e+00  8.8334188704e-01    7.3094505286e-02  2.1970776011e-02 -3.7132154233e-02    2.4414062500e-04
 5.9310991598e-01  6.9954539775e+00  4.1568131570e+00   -1.0661997149e-01  1.6545930169e-01 -2.1402477724e-01    2.4414062500e-04
 1.6945525842e+00  7.5751681829e-01 -5.7758653813e-01   -2.7321402810e-02  7.8951020568e-03 -2.2188455994e-02    2.4414062500e-04
-2.6091916080e+00 -1.4090102189e+00 -3.2943542027e-03   -2.2068594921e-02 -1.9295622899e-01  1.9545621854e-01    2.4414062500e-04
-1.0040472097e+00 -1.8787478705e-01  1.1686617817e+00    1.9643753813e-01 -1.4931740697e-01 -1.9110819691e-01    2.4414062500e-04
-3.3521233540e+00 -5.7335565234e-01 -9.2029479070e-01   -3.0506998504e-02 -8.9601445919e-02 -1.5849273851e-02    2.4414062500e-04
 2.4821792242e-01 -9.6546072027e-01 -4.4424591526e-01    2.2711736531e-02  1.1178756198e-02  9.0446825797e-02    2.4414062500e-04
-4.5677989649e+00 -2.4339436199e-01  1.4333715741e+00    1.7594710630e-01  3.2667991215e-01  1.9063382295e-01    2.4414062500e-04
 1.0113347390e+00  1.6199693824e+00 -1.3474019143e+00    2.2157615179e-02  2.0503289724e-02  1.5326318915e-01    2.4414062500e-04
 1.1072939498e+00  5.2592060101e-01 -7.5444113475e-01   -2.0903785577e-01  1.4760865871e-01  4.0883203404e-01    2.4414062500e-04
 1.6632949624e+00  5.3495652493e-01 -4.0903526631e+00    1.4953962794e-01 -1.1864038077e-01 -8.3718441873e-02    2.4414062500e-04
 1.8874479203e+00  1.8855412662e+00 -1.2770097308e+00   -4.1556563203e-01  6.0636966402e-02  1.8188838008e-01    2.4414062500e-04
 1.2231865087e+00 -1.0960764618e+00  1.6729122418e+00   -3.0573488395e-01  3.5825942747e-01  3.0709512024e-02    2.4414062500e-04
-7.5105910298e-01 -1.1525871286e+00  6.1324346674e-01   -2.9600448364e-01 -1.7635645322e-01 -4.0792603992e-01    2.4414062500e-04
-3.2979441484e+00  2.0121267255e+00 -2.6904956788e+00   -3.7878636183e-02  2.8076853697e-03 -2.8272741685e-02    2.4414062500e-04
-6.7949714224e-01 -1.6838094326e+00  7.4516995203e-01   -5.4510177816e-02 -7.3408224670e-02 -1.1532443328e-04    2.4414062500e-04
 1.6994481266e-01 -5.7856295673e-01 -3.0409219625e-01    6.6312178312e-01 -6.5475436362e-04  9.2579674858e-02    2.4414062500e-04
-1.8720410209e+00  1.1347112192e+01  6.1633439116e+00   -2.0987475837e-01 -3.1390524142e-02 -1.9741910953e-01    2.4414062500e-04
 6.4511192268e-01  3.7915441346e-01  3.3254978424e-02   -3.6808243237e-01  1.7969915822e-01  2.9818651736e-01    2.4414062500e-04
 2.7810031610e-01  7.5325756939e-01 -8.6236146405e-01   -3.5950141997e-01  1.7087467263e-01 -3.6658906852e-01    2.4414062500e-04
-2.3448331692e+00  5.3520567421e-01 -1.8258884136e-01    2.3332287018e-01 -4.0167791042e-01 -2.5022567038e-01    2.4414062500e-04
-1.0984596967e+00 -9.3570916871e-02  9.1887869202e-01    1.8309400679e-01 -2.8514695574e-01 -1.3258633675e-01    2.4414062500e-04
-1.5777483076e+00 -5.0499343682e-01 -8.1310428237e-01   -2.0472422506e-01  2.5949640835e-01  3.4354420037e-01    2.4414062500e-04
-2.1964283600e+00 -1.7407420606e+00 -5.2867331893e-01    8.5309189291e-02 -3.6676290645e-01  4.0253591546e-02    2.4414062500e-04
 8.4358690017e+00  1.1635648913e+00  8.1492798659e+00   -1.2222838013e-01  1.3302796522e-01 -6.3934049868e-02    2.4414062500e-04
-1.1696286968e+00  6.1529136221e-01 -9.3207900439e+00   -2.6847913738e-02 -8.2627526869e-02 -3.7827645375e-02    2.4414062500e-04
 4.5834421543e-01  9.1338124914e-01  1.0026353316e-01   -2.3554434379e-02 -2.4115721370e-01 -9.5353451029e-02    2.4414062500e-04
 3.9762276982e+00  4.5711519986e+00  6.3159968083e-01   -3.3269939557e-01  2.0824000936e-01  1.3414087982e-01    2.4414062500e-04
 3.5021897109e-01  1.2857891824e+00 -4.3802747408e-01   -3.3595686496e-01  5.5574189624e-02 -1.8031060364e-01    2.4414062500e-04
 1.1170435292e+00  4.8984070942e+00 -1.5377094929e+00    1.4026761659e-01  2.0822645601e-01  5.9835656606e-02    2.4414062500e-04
 1.7536788018e+00  2.3085423768e-01 -5.2302845255e-01    3.6751111673e-01  1.1636906405e-01  5.3578382495e-02    2.4414062500e-04
 2.3162935720e+00  3.0851146223e+00 -1.4072618020e+00    1.6648072583e-01 -3.2418052418e-02 -4.7898104958e-02    2.4414062500e-04
 1.7967248062e+00 -1.7843023822e+00 -3.0920885299e+00   -6.8467534392e-02  5.0009121975e-03  3.4700707419e-02    2.4414062500e-04
 2.0432059669e+00  4.6354854230e+00 -3.2025751365e+00   -4.5873571221e-01  1.3239104664e-01 -8.2638075647e-02    2.4414062500e-04
-6.6685269690e-01  1.6322155225e+01  5.0530180017e+00   -2.8599352914e-02  5.3159260657e-02 -1.1310357965e-01    2.4414062500e-04
-1.1626327657e+00  8.0767370007e-01 -9.3202395759e-01   -3.1382178598e-02  1.1365481620e-01  1.3441412246e-01    2.4414062500e-04
-2.3011822901e+00  8.5953020851e-02  2.3621355214e+00    2.6764650045e-01  1.3846674447e-01 -2.0358206295e-01    2.4414062500e-04
 2.1765409214e+00  3.2327612981e+00  1.9039449056e+00    1.3394117278e-01  3.0509738676e-01 -2.4499075225e-01    2.4414062500e-04
-7.5995830999e-02  3.6874831926e-01  9.2744229774e-01   -1.0790434966e-01 -1.8557429299e-01  5.8977849073e-01    2.4414062500e-04
 2.9113571409e+00 -1.9847750575e+00  5.4890371834e-01   -9.3701341493e-02 -1.2936518833e-01  1.8403356594e-02    2.4414062500e-04
