# 球形星团 N=4096, Plummer-like 分布 (r<=2), M_total≈4101.6, 质心&总动量已归零
-0.72200625  1.84700115 -0.07171567    0.07212798 -0.00080228 -0.28746469   0.85636
-1.23872846  0.38705241  0.36532715    0.21816328 -0.11607308 -0.16172127   0.77433
 1.00416667 -0.52698539 -1.11012075   -0.28392912  0.06345424  0.09105807   1.02263
 1.36617895 -0.27262078  1.43853285    0.22291906 -0.01151620 -0.19284394   1.13128
 0.64973140  1.29689302 -0.92269077   -0.13094070 -0.07519284 -0.25878465   1.29821
-0.48509228  1.72014002  0.50070819    0.13727277 -0.26047204  0.04841594   1.14740
-0.41327031  0.30115910 -1.40244997    0.01824789  0.14272525  0.26550927   1.02865
 0.86482578 -1.07889790  0.67945156    0.15796984  0.13688171 -0.20928742   1.24269
-0.73223193 -0.98118137  1.34528071   -0.29437774  0.04662911 -0.05840735   1.19273
-0.64153730 -1.67061342  0.62126493   -0.06581643 -0.24594059  0.16307072   0.87881
 1.09733743 -0.16817348 -0.80705542   -0.26737150  0.08792879  0.11706889   0.94340
-1.79731139  0.49658034 -0.44675852   -0.28814898  0.08361667  0.05240533   0.87666
-0.30346032  1.53297861 -1.09446141   -0.00408226 -0.03059247 -0.29582223   1.05693
 0.59565630 -0.92909829 -0.54701762   -0.00448883 -0.28561530  0.09444475   1.21227
-1.60696406  0.55003295  0.76642561    0.04707349  0.27140991 -0.11435136   0.81468
-1.46465878 -0.74171879  0.09825058   -0.27726682 -0.12395500 -0.01042343   0.86860
 0.58964199 -0.50460674  0.88521039    0.25096593 -0.01265140  0.15958794   1.28176
-0.69781287  1.39442155 -0.59837873   -0.23856826 -0.11565816 -0.14496895   0.70325
 1.04228238  0.99909161  0.65506184   -0.12685020 -0.13213405  0.24250051   1.03269
 0.48650750  1.51120565 -0.67046946   -0.12190960 -0.27583743  0.01301804   0.77484
 1.78786015  0.04505747 -0.72332903   -0.19349854  0.21379385 -0.08968100   0.80046
-0.51037794  0.25174868  1.13805530   -0.15579736  0.17824711 -0.18525253   0.78284
 0.65438220  0.45412890  0.62908056    0.19693159  0.12736549  0.18495851   1.25482
 0.54684879 -1.41998365  0.51123199    0.12171456  0.25666454 -0.08802910   0.97966
 0.45137318 -0.85442151 -1.02866719    0.10995695  0.00063064 -0.27474255   0.97234
 1.58994011 -0.42373412 -0.45536352    0.11897142 -0.27017259  0.04504490   0.86343
-0.13524018  1.08263272 -1.48288156    0.09535260  0.24711821 -0.13514918   1.01499
-1.47175910 -1.13652908  0.30389273   -0.29527268 -0.03841924 -0.05987264   0.76730
-0.49674684 -0.30264254  1.24839615   -0.13646194  0.24803628  0.10761014   0.88695
-1.77742442 -0.06802037 -0.82823257    0.20714963 -0.21244184  0.01408459   1.23001
 1.00005091  0.63973735  0.56387239   -0.13408689 -0.11447383  0.24771640   0.88935
-1.69696226 -0.90588075  0.22540129    0.05733841 -0.08633492 -0.27799148   0.87510
 0.89818243 -0.44170048 -1.39608415    0.10256176 -0.25814784 -0.10661728   1.01515
-0.09146352  0.53639478 -0.72140071   -0.20693288 -0.22058305 -0.01529922   0.78731
 1.21694995  0.35944993  1.09059687    0.29355278  0.01721003 -0.02806435   1.11635
 1.54599008 -0.22941998 -1.03693432   -0.13674083 -0.08762541 -0.25195149   1.27829
-0.57657346 -0.55508954 -1.77563371    0.18587702 -0.16693193 -0.15845093   0.89583
-1.23917159  1.39078933  0.63901025    0.27268306  0.09794390  0.06296272   0.95353
-0.34056894  0.40340652  0.62871855   -0.00600659 -0.21673036  0.21005671   1.22401
 0.14386837  0.77071281 -1.64347142   -0.01819698  0.23997014  0.18210338   0.92210
-0.54193503 -1.83481457 -0.31050196   -0.17067321  0.08611700 -0.23174923   0.84167
 0.58619788  0.14718644 -1.58279297    0.21823190 -0.14564965  0.14130922   0.92400
 0.25630712  1.31483667  0.86597815   -0.11581557 -0.26809225 -0.07299010   1.10027
-0.21963195 -0.05976731  0.95270585   -0.16880971  0.18626075 -0.16550087   1.04604
 0.25506494 -0.09183820 -1.64335286    0.24670454 -0.05509472 -0.15205990   1.10166
 1.50611189 -0.52004120  0.75440507   -0.28982950  0.06768752 -0.06009905   1.26924
 1.24404246  0.84794657  0.75204379    0.21647360 -0.05830304 -0.19187799   0.70021
-1.48143817 -0.45871706 -0.14602733    0.25814374  0.03816410  0.14270557   0.93016
 0.64253708  1.05090280  0.95959041    0.19520178  0.14384946 -0.16905679   0.92429
-1.71373402  0.00166961 -0.96143994   -0.25009789  0.06733487 -0.15576750   1.22106
 1.61658761  0.12166388 -1.14030178   -0.08292371  0.28944136  0.00933867   0.73928
 1.21676872 -1.17347159 -0.48957908   -0.05230645  0.18646550 -0.22744481   0.82691
-0.23759265  0.05551445 -1.84766698   -0.18970218  0.19860150  0.12991754   1.21726
 0.48671241 -1.63592901  0.96043365   -0.06745644  0.24467602 -0.15908536   1.25702
 0.23764401  1.68117284  0.66158142    0.18439267 -0.23212851 -0.01951066   1.03699
-0.93242871 -0.35212287  0.38990977   -0.05892066 -0.17514581 -0.23477529   1.18470
-0.54157355 -0.58791023 -0.81026753   -0.13039728 -0.26465746  0.06651672   1.22901
 1.52485245 -0.22947685 -0.79980849    0.04976622  0.29326127 -0.02990178   1.12760
-1.05038620 -0.23486493  1.33051833   -0.30072987 -0.00397633  0.04908226   1.24152
-0.51845501 -0.13004388 -1.71297928   -0.01720520 -0.15287719 -0.25519993   1.10876
-0.85512032 -1.04201619 -0.46105585   -0.00534490  0.23676725  0.18682459   0.80609
 0.83259950 -0.61919641  1.30474342   -0.18407319 -0.22757007  0.07960917   0.87718
 1.31879425  0.72890141 -1.08921422    0.26352332  0.09913954 -0.08902436   0.82181
-0.97439621 -0.21577958  1.42052374    0.03439047 -0.29613556 -0.02584362   0.80118
-0.25864004 -0.90273874  1.21364332   -0.19227834 -0.09173445 -0.21251403   0.95304
 1.59655582 -0.69707060  0.49628259   -0.14675105 -0.24444238 -0.09730970   0.76157
-0.45202726  1.41036894 -0.63404056    0.05756676  0.13054596  0.26551592   1.05752
 1.34622321 -0.23734567 -0.12852152    0.13073112 -0.26403354  0.04778427   1.16603
 0.35343878 -0.89504631 -1.68608451   -0.21790789  0.19645313 -0.07357278   1.19762
 0.48567783 -1.05986328  0.34475245   -0.05471339 -0.26304643  0.13782207   0.77047
-1.38127788  0.24987587 -1.35508347    0.20412970 -0.13122667 -0.16858231   0.94438
-0.71142347 -0.29239849  0.84981113    0.06686988  0.10124736 -0.27064242   1.06354
 0.32943608 -0.61470048  1.50383757   -0.06606672 -0.18831492  0.22786543   1.29306
-0.81534789  1.55903499  0.40100497    0.14801214 -0.20756044 -0.15134131   1.29202
 0.89422788  0.82628838 -0.74792874    0.04220099  0.28174543  0.09449227   1.26246
 1.54714177  0.35841294 -0.97095830    0.03935700  0.08643038 -0.28131162   0.79349
 1.68692425  1.05393503  0.09698671    0.13830151 -0.03590124  0.26406337   0.92260
 1.45983779 -0.37078649 -0.58726691    0.02847344 -0.17834785  0.24160980   0.78560
-0.32422402 -1.90681038 -0.47387601   -0.10253875 -0.26431820  0.10512497   1.06756
-0.19589522  0.19780458  0.60434362   -0.25266644 -0.03456504  0.16741390   0.93628
-0.03573336  1.72343301  0.67005706   -0.27036495  0.13159621 -0.04130189   0.94653
 1.10655276 -1.32021561  0.65401103    0.07696050 -0.28351037 -0.05229196   1.00805
 0.62702779 -0.62220833  1.36447971    0.27101079 -0.10721488  0.05428660   1.19439
-1.50919712  0.23139693 -1.03214601   -0.09337133  0.27603947  0.07925550   1.04325
 0.06140223 -0.21667347  1.42841788    0.05650681  0.26366324  0.13210194   0.85164
 1.01651631  0.70123430 -0.71674296    0.26168923 -0.13747301 -0.01511173   1.09642
-1.01716920 -0.54706911  1.17998970    0.18712196 -0.11556210  0.20255819   0.92005
 0.65671713 -1.34875202  0.14050471    0.19704019 -0.22099054 -0.02190308   1.21434
 0.37587131 -1.74388562  0.58356920    0.24488453  0.10205566 -0.12948425   0.74073
-0.92193156  0.59419260  0.60547278    0.05716971 -0.24882984 -0.15328010   0.82156
-1.35160648 -0.44783552  1.23104994    0.00957595  0.02407560  0.30132074   0.89356
-0.19823601  0.20907669 -1.45977101    0.13814704 -0.08774185  0.25159522   1.02200
 1.65007158  0.34428662 -0.20518331   -0.24199653 -0.02199800 -0.17919130   1.07993
-1.82055128  0.19331292 -0.46396329   -0.27978596  0.03516409 -0.11101663   0.95120
 0.92168701 -1.27057123  0.62575998    0.18832358  0.02358347  0.23132832   0.77321
 0.52435204  0.88762938 -1.07360039    0.16325476  0.04615657  0.24708984   1.19128
 1.47560622  0.16324566 -0.50259380    0.10931382  0.27618710  0.03066262   1.22802
 0.77713327 -1.14950207 -0.96867454   -0.08261367 -0.18402297 -0.22103664   1.21778
 0.91665572  0.82165946 -0.66581143   -0.13451336 -0.01488252  0.27251054   1.25312
-1.15366536  0.41577261  0.66322924    0.19954016 -0.15202238  0.16171189   1.20511
-0.38572295 -0.20676314  0.78872468   -0.04581406  0.28236023  0.09506525   0.83256
 1.26483012 -0.45744032 -0.56181912    0.05285830  0.16205563 -0.24326505   0.79416
-0.12570058  1.78819572 -0.13619217   -0.01565212  0.27921008 -0.10649949   0.79998
 0.08170441  1.69344435 -0.07482107    0.23756840 -0.17029070 -0.04707188   1.19364
-0.97872743  0.52828227 -0.85171001   -0.03252836  0.23373729  0.18853785   1.16530
-0.77236069  1.00052749  1.36537217    0.03145322  0.21030138 -0.20829484   1.02429
 0.26773027 -0.35492591  1.15445766   -0.17941642 -0.24155354  0.03455955   0.74312
 1.02399627 -0.74288631 -0.36905152    0.18943697  0.22426230  0.04882950   1.16583
 1.23621642  1.08989862  0.80910948    0.05001566 -0.17939516  0.23684666   1.09567
-0.95389661  0.13589072  0.25700781   -0.09733771  0.03710759  0.28542293   1.19655
 1.48213563  0.39679692  0.92815343   -0.25518240 -0.15969050  0.04262033   1.26269
 1.26645361 -0.01418439  0.94760340   -0.19027183 -0.20443620 -0.11423999   1.04908
-0.43437755 -1.40148148 -1.10490121    0.14115582  0.17511945 -0.19269999   1.14206
 0.44659320 -0.28568245 -1.33444897   -0.13820687 -0.25742521 -0.07373703   1.17210
-0.09102291  0.34183040 -0.67613272    0.02760322 -0.01192423  0.30066806   0.99288
 0.42327260  1.87841060  0.46326971   -0.17643588  0.24372350 -0.02880217   1.12558
 0.42108735  0.49656250  1.19188363   -0.24441438  0.16617323 -0.06640160   1.28820
-1.06231689  0.21610894 -0.53344604   -0.29541171  0.06269076 -0.03435274   1.02574
-0.49794835  0.23024326 -1.86533939   -0.11517839 -0.04983675  0.27691593   1.00537
-0.48218805 -0.96625801  0.07054261   -0.28336964 -0.10449828 -0.03268802   1.00674
-0.93686125  0.33342934 -1.42754104    0.21543320 -0.18903200 -0.07456152   1.16411
-0.44493726  0.53087510 -0.08387430   -0.17377898 -0.19586756 -0.14886017   0.91772
-0.16115323  0.21724381 -1.47900401   -0.10743859  0.16331777  0.23218133   0.78542
 0.89168981 -1.41591065  0.23259267    0.11953292  0.26160052  0.08137771   0.72481
-1.49273515 -0.99422193  0.61633262   -0.10201066 -0.22398092  0.17670450   1.29555
-1.68954110  0.42334645 -0.19201037   -0.12083126 -0.27089575 -0.05272157   0.92349
-0.34307695  0.58004367  1.68954890   -0.24945964  0.15691032 -0.07024587   1.05580
 0.57075409  0.16284114  1.57061091    0.22278176 -0.06787765 -0.18121531   0.91034
-0.41963429 -1.65146007  0.01404672   -0.23252887  0.00454090 -0.19213040   1.22151
-1.21605724  1.13180853  0.85670335   -0.08655719  0.17470875 -0.22698845   0.79687
-1.35397290 -0.43332510  0.00465440    0.05017516 -0.29501295  0.00191616   0.81735
 0.95437252  0.35186351 -1.62370263   -0.29704300  0.05468559 -0.03418575   1.28989
 0.25862758  1.63450275  0.13550589    0.27171411 -0.11496471 -0.02105835   1.07336
 0.63617008  0.06470870  0.51512544   -0.24425877  0.17863264 -0.02065588   0.71950
 1.21598932 -0.88697313  0.05497065   -0.26947177 -0.09657891  0.10459639   1.18715
 1.24969679 -1.57655752  0.09174621    0.18792564 -0.19956047  0.11751309   0.72431
 0.55928832  0.36503223  1.63223439   -0.10395051  0.22873870  0.16921863   0.90589
-1.34120806  0.25200264  0.31862730   -0.05073540 -0.17276505  0.24346466   1.05107
-0.35848470 -0.38334017 -1.64476947    0.29456473  0.01689670 -0.01603759   0.94300
 1.74500294  0.75898712 -0.67598125    0.14990883  0.25721563  0.00792241   0.76072
 0.53928127  0.95063857 -1.24072304    0.15779402 -0.23691013 -0.08445639   0.80708
-0.69592210 -1.07677451  0.29975693   -0.08075300 -0.28999002  0.01163550   1.00264
 1.04515978 -0.87378958 -0.79053319   -0.12861066 -0.14198040  0.23587882   0.94080
-0.74715327 -0.64204436  0.60154382   -0.26344175 -0.14410775 -0.04345791   0.87680
-0.26358555 -0.39202788 -1.74787370   -0.14193084 -0.13423726 -0.22773959   1.18852
 1.64439945  0.39009457 -0.22054645    0.06886785 -0.28540587 -0.05384233   1.01277
 0.12399705  1.63146007  0.69937381   -0.21740382  0.01686466 -0.20794245   1.08436
-1.53883686  0.95601611  0.42165504    0.28355392  0.06750775 -0.04774862   0.73374
 1.50620842  0.50614805  0.81055432    0.02158450 -0.29865136  0.01455411   0.82134
-1.03026179 -0.92172120 -0.40747021   -0.11057114 -0.20745854  0.19153349   1.17547
-1.18271495 -1.16066455  0.60177464    0.00189202 -0.07702431  0.29249513   1.04674
 0.13628885 -1.02465220 -1.35226561   -0.05188040 -0.00678312 -0.29352253   0.83709
-0.82343062  0.26935094  1.17494599   -0.27795994 -0.02310219 -0.11829490   0.90485
 1.21813442 -1.16644864 -0.47494078    0.00502011  0.26951487  0.13401227   1.12544
 1.55520090 -0.79460189 -0.71510351    0.12461500 -0.12702758 -0.23661055   1.13845
-0.73976413 -1.30903039 -1.16221819    0.28197871 -0.08669838 -0.01944287   1.28051
-1.19445034  1.28801439  0.51599003    0.26077066 -0.11898236  0.07707108   1.17684
-0.85263316 -1.58627487  0.25435238   -0.17426189  0.12007159 -0.21352862   0.83984
-0.31912206 -1.76391042  0.72526077   -0.26642863  0.01855134 -0.14224371   1.05601
 0.68792216 -1.38500585 -1.01069526   -0.21647693 -0.02002803  0.21383327   1.16202
-0.74172328 -0.53401838  1.13165523    0.09974007 -0.18394132  0.21552585   1.17819
-0.48952857  0.71271758 -0.20248793    0.05252030 -0.29345049  0.02827707   1.26085
-0.28415146 -0.27070163  1.48212243   -0.26425802 -0.01049952 -0.14689003   1.07950
 0.44953024  1.36076362 -1.12971261    0.06537577  0.28556923 -0.05718464   1.24519
 0.82114198 -1.25110702 -1.20690738    0.00674951 -0.20053798 -0.22024538   0.79013
-1.74428544 -0.20908140  0.20014979   -0.04126611 -0.26130347  0.14533072   0.88627
 0.12028474  1.46536272 -1.26772163    0.11221218 -0.02586468 -0.27259157   1.13663
-0.46287481 -1.21671908  1.33980613   -0.19982623  0.00336379 -0.22495472   0.98506
-0.91665085 -1.20970364  0.71846581    0.15059474  0.25523798  0.03141737   0.96072
-0.53070392 -0.00569769  1.79215780   -0.11129427  0.25998108  0.10735553   1.04307
 0.96338772 -1.45895183 -0.09769437   -0.11464630  0.24158541  0.14214923   1.19937
-0.28640279 -0.89407522 -1.69722591   -0.19867768 -0.18025108  0.14319357   0.96723
-0.49254901  1.67797404  0.64082238   -0.16011066  0.08332933  0.24510372   0.77132
 0.74592013  0.89462865 -1.43481050    0.24141316  0.02793915 -0.16710752   1.03343
-1.05639158 -0.33034082  1.44443693   -0.14194145 -0.05365598  0.26376401   1.26191
 1.76833672 -0.46125449  0.51162892   -0.22989259  0.19705855 -0.01483514   1.16512
 0.97670009 -1.49167737 -0.02603887   -0.28274060 -0.04775662  0.10378037   1.01773
-0.90315744  1.58865168  0.33478920   -0.11597161 -0.23083542 -0.15316883   0.99762
-0.55091728 -0.74647516 -0.22183546    0.21991169 -0.03373515 -0.19374570   1.02262
-0.68699247  1.08011048  0.47966746    0.09641381 -0.27131800  0.08158435   1.02807
 1.14272043 -1.42567899  0.76846445    0.01521729  0.09859576 -0.28003630   0.89629
-1.62007645 -0.35908970  1.02496144   -0.27925649 -0.04677592 -0.10808528   0.91267
 0.06202746  0.29803125  1.28749342    0.10048271 -0.19410778  0.20591950   0.76397
 0.08309603  1.23195504  1.49305443    0.18123128 -0.06329800  0.22965039   1.18884
 1.15672197 -0.69622595  0.66390015   -0.03244331  0.06479060 -0.28895368   0.85999
-0.12951284  1.63738642  1.06471513    0.16486702  0.15530164 -0.19034367   0.70374
 0.68007905  1.71345334  0.29583709    0.19844756  0.21273837  0.06259969   1.28937
-1.20955376  0.79757800 -0.45433540   -0.10004790  0.18551619 -0.21284954   1.02077
-1.14299508  0.15194027  0.35224818    0.23720113  0.13161996  0.12224907   1.12529
 1.24566265 -0.21140147  0.63851043   -0.16951760  0.09304360  0.23514176   0.87829
 1.60330094  0.79962737 -0.74864987    0.06462588 -0.01153638 -0.28911385   1.07868
 1.33217964 -0.38311105 -0.40623593   -0.03736049  0.29288513  0.05848469   1.09968
 1.53955319  0.64248391  0.71157162    0.18381235 -0.20517758  0.11438868   1.24949
 0.59336299  0.73538146  1.41940929   -0.12174757  0.26804128  0.06871944   0.79390
 1.54585691 -0.92015658 -0.26560634    0.16985540 -0.15259979 -0.18807062   0.91513
-0.64952654  0.19747778 -1.44679968    0.15952714  0.08370768  0.23952445   0.87217
-1.26732390 -0.91922766 -0.91025525   -0.12505072 -0.26170344 -0.08079424   0.72930
 1.36658355  1.04993124 -0.63583968   -0.07154679  0.15468630  0.25071930   0.98725
-0.64683013 -0.20336124  0.78870764    0.21098492  0.00271085 -0.20621931   0.93593
 0.46997459  0.90800328  1.62041353    0.25468936  0.07726606  0.13266259   0.73699
-0.65994388  0.98367014 -1.55004716    0.17601242  0.21975034 -0.09310706   0.88440
 0.34328529  0.38970521  1.82627477   -0.07561981  0.24147286  0.16573452   0.86717
 1.33888700  0.98423570 -0.23774447   -0.27427732  0.06859559 -0.10894751   1.27305
 0.27436017  1.09337391  1.10569265   -0.01317315  0.11497628 -0.27433155   1.06605
-1.36563613  1.19970121 -0.71032223   -0.10195326  0.16875401 -0.22541047   1.24781
-0.78483398 -0.45951806  0.03081848    0.20166122 -0.06941741 -0.20410113   1.08738
-1.82783285 -0.44460597 -0.21682487   -0.20467185 -0.17417173 -0.13721122   0.81641
-0.85606590  0.96085919  1.39845646   -0.20309334 -0.20564799  0.09331786   1.18563
 0.35594493 -1.18005759 -0.00044300   -0.11192577  0.21139081 -0.18107103   0.75933
 0.81209091  0.68081415 -1.18715363    0.18525247 -0.20607555 -0.10499477   0.82645
-1.02432708 -0.46665901  1.11537205    0.22999792 -0.17152918 -0.07256107   0.71797
-0.81381262  0.48399521  0.82144352    0.05656380 -0.16120304  0.24818557   0.81791
 0.47212818 -0.59265852  1.27360068   -0.04665189 -0.05569602 -0.28912515   1.02201
-0.20208933 -0.18739948  0.97826731   -0.07764956  0.11265473 -0.26559463   1.05279
-0.85758941 -1.07225755 -0.19477878    0.23235296 -0.16884749 -0.07124078   1.18340
 0.23322864 -0.18714010  1.71771408   -0.01737980  0.01067904 -0.29691193   1.06469
 0.00765778 -1.00131383 -1.10662896   -0.21709044  0.21152550  0.00077505   1.04488
-1.52277226  1.19958570  0.13466059   -0.18579818 -0.21268220  0.11151476   1.08608
-0.61942779 -0.38515610 -1.24063319    0.12230622 -0.20224151  0.18442833   1.15881
 0.09329784 -1.92489006  0.36646774    0.21817133  0.14118517  0.14591475   0.87575
 0.47789553  1.06187835  1.04463851    0.28621411  0.04249445 -0.05862056   0.77323
-0.22473892 -1.51678804  0.81811248    0.17345540  0.24060412 -0.01924740   1.13084
-0.28069679 -1.86027180 -0.28737680   -0.04247755  0.20351427  0.21969599   1.12941
 0.61547401  0.84872734  0.05664205   -0.20482639 -0.22003960 -0.03492525   0.78877
-1.19700550 -1.02906826  1.16266822    0.02174358  0.01678625 -0.29577277   1.05001
-0.54455310  0.01602343 -0.65119453   -0.05821956  0.01032898  0.29756266   0.74595
-0.72041893 -1.09862963 -0.39638613    0.04236194 -0.25261262 -0.15233665   1.13370
-1.15782696  1.07551742  0.65582987   -0.01781735 -0.19098224 -0.22836305   0.88167
 0.16466014  0.88048816 -1.77169914    0.00047059 -0.08014022  0.29167671   1.19484
 0.21623588 -0.63614666  0.99919997   -0.19320018  0.00796936  0.23560023   1.27758
 1.03930898 -0.87249766 -1.22897856    0.02088838  0.07089615  0.29301713   0.81694
-0.73847442 -0.94202896  0.51739656   -0.24153669 -0.07625105  0.16977782   0.88734
 0.51548653 -0.81651883 -1.55335443   -0.11315217  0.25299981 -0.11634377   1.29229
 0.63039615 -1.44418524  1.19832329   -0.01730949 -0.25734965 -0.15104602   1.19749
-0.42056233 -1.46883536  0.28999802    0.27808410 -0.07130579 -0.06903317   1.28708
-1.55708445  0.69938439 -0.95823183   -0.23718372 -0.18914068  0.00832065   1.14312
 1.58659551 -0.63261295 -0.34675548   -0.07921318 -0.26656749  0.11815521   1.27230
 1.76199964  0.20799671 -0.93065175   -0.02700816  0.29260520  0.06475259   1.06158
-0.28097957  1.58487449  0.34417522   -0.00693238 -0.26198337  0.14878718   0.82177
 1.45719864  1.13934605 -0.00874523   -0.09753826  0.24660547 -0.14055985   0.95445
-1.40402365  0.21183858 -0.70255367    0.10064076 -0.27963582 -0.02537925   1.15399
 1.15795641 -0.43859819  0.16601930   -0.06502071  0.02111027 -0.29043083   1.21296
 0.25147719  1.74517520 -0.42644753    0.17618469 -0.10520587  0.21786513   0.70772
 0.90336335 -0.57174611 -1.01231264   -0.21725896  0.14857498  0.15295527   1.13990
-1.64665465 -0.46035819 -0.22227674   -0.00152656 -0.21987032 -0.20148191   1.16029
 1.04323726 -0.04966896  0.32696311    0.00678577 -0.04427568  0.29912232   0.72621
-0.56337907  1.47643487  0.15644139   -0.01384126 -0.00470036 -0.29719878   1.25066
-0.75621867  1.31790218 -0.96308823    0.01614545 -0.25767156  0.15490484   0.82413
-1.61011822  0.45535630  0.86337587    0.06718870 -0.20415424  0.21047506   0.78040
